train_loss,epoch,step,val_loss,val_mae,best_val_loss,test_loss,test_mae
55.00128936767578,12,469,,,,,
48.667808532714844,12,479,,,,,
,12,480,43.965213775634766,5.428014278411865,44.2398681640625,,
49.72045135498047,13,489,,,,,
48.476802825927734,13,499,,,,,
43.14451599121094,13,509,,,,,
,13,517,43.595680236816406,5.404878616333008,43.56925964355469,,
47.40058517456055,14,519,,,,,
36.481651306152344,14,529,,,,,
46.24938201904297,14,539,,,,,
43.93381118774414,14,549,,,,,
,14,554,43.193695068359375,5.367367267608643,43.56925964355469,,
35.071041107177734,15,559,,,,,
51.115196228027344,15,569,,,,,
46.80930709838867,15,579,,,,,
42.737022399902344,15,589,,,,,
,15,591,43.21210861206055,5.3770341873168945,43.213401794433594,,
38.66896057128906,16,599,,,,,
37.383331298828125,16,609,,,,,
45.00389099121094,16,619,,,,,
,16,628,42.847774505615234,5.348485946655273,42.98527145385742,,
40.32901382446289,17,629,,,,,
38.725975036621094,17,639,,,,,
36.67291259765625,17,649,,,,,
43.14840316772461,17,659,,,,,
,17,665,42.76625442504883,5.351827144622803,42.94059753417969,,
36.11227798461914,18,669,,,,,
47.87971496582031,18,679,,,,,
45.36237335205078,18,689,,,,,
43.338226318359375,18,699,,,,,
,18,702,42.51555633544922,5.334052085876465,42.45420455932617,,
40.46881866455078,19,709,,,,,
38.25382614135742,19,719,,,,,
36.384979248046875,19,729,,,,,
29.69282341003418,19,739,,,,,
,19,739,42.267635345458984,5.315651893615723,42.05283737182617,,
41.273406982421875,20,749,,,,,
40.76698303222656,20,759,,,,,
40.37017822265625,20,769,,,,,
,20,776,42.676109313964844,5.33899450302124,42.05283737182617,,
40.94050216674805,21,779,,,,,
36.31421661376953,21,789,,,,,
39.39065933227539,21,799,,,,,
35.900489807128906,21,809,,,,,
,21,813,42.214298248291016,5.310380458831787,41.966468811035156,,
44.715553283691406,22,819,,,,,
38.619285583496094,22,829,,,,,
35.829071044921875,22,839,,,,,
42.617218017578125,22,849,,,,,
,22,850,42.16204833984375,5.306300163269043,41.833675384521484,,
29.89027976989746,23,859,,,,,
42.31355667114258,23,869,,,,,
33.47322463989258,23,879,,,,,
,23,887,42.24643325805664,5.306167125701904,41.833675384521484,,
31.56026840209961,24,889,,,,,
37.482757568359375,24,899,,,,,
34.22080993652344,24,909,,,,,
36.15784454345703,24,919,,,,,
,24,924,41.97964096069336,5.295301914215088,41.833675384521484,,
41.97130584716797,25,929,,,,,
37.2225341796875,25,939,,,,,
37.36750793457031,25,949,,,,,
37.01433563232422,25,959,,,,,
,25,961,42.112632751464844,5.299609184265137,41.503238677978516,,
40.55586242675781,26,969,,,,,
33.30924987792969,26,979,,,,,
38.396568298339844,26,989,,,,,
,26,998,41.79454803466797,5.281009197235107,41.503238677978516,,
36.370479583740234,27,999,,,,,
39.843223571777344,27,1009,,,,,
39.78595733642578,27,1019,,,,,
32.001243591308594,27,1029,,,,,
,27,1035,42.085723876953125,5.29533052444458,41.503238677978516,,
39.28460693359375,28,1039,,,,,
38.39137268066406,28,1049,,,,,
44.474124908447266,28,1059,,,,,
34.69957733154297,28,1069,,,,,
,28,1072,42.00554656982422,5.290257453918457,41.503238677978516,,
37.1641845703125,29,1079,,,,,
35.069854736328125,29,1089,,,,,
43.168636322021484,29,1099,,,,,
36.2742919921875,29,1109,,,,,
,29,1109,41.91931915283203,5.2852020263671875,41.503238677978516,,
30.747390747070312,30,1119,,,,,
46.883480072021484,30,1129,,,,,
44.30729675292969,30,1139,,,,,
,30,1146,42.09473419189453,5.2958664894104,41.503238677978516,,
36.7332763671875,31,1149,,,,,
39.2125358581543,31,1159,,,,,
30.88970184326172,31,1169,,,,,
34.76738739013672,31,1179,,,,,
,31,1183,41.718849182128906,5.265937328338623,41.503238677978516,,
27.215816497802734,32,1189,,,,,
32.47079849243164,32,1199,,,,,
42.0972785949707,32,1209,,,,,
31.153240203857422,32,1219,,,,,
,32,1220,41.91096878051758,5.2810869216918945,41.503238677978516,,
31.52602195739746,33,1229,,,,,
28.451080322265625,33,1239,,,,,
40.03654479980469,33,1249,,,,,
,33,1257,41.563385009765625,5.251315593719482,41.15217208862305,,
34.61215591430664,34,1259,,,,,
40.81366729736328,34,1269,,,,,
33.94231414794922,34,1279,,,,,
37.680381774902344,34,1289,,,,,
,34,1294,41.696285247802734,5.268636226654053,41.15217208862305,,
32.538818359375,35,1299,,,,,
33.77949523925781,35,1309,,,,,
37.17082977294922,35,1319,,,,,
34.26828384399414,35,1329,,,,,
,35,1331,41.76755905151367,5.267547130584717,41.15217208862305,,
38.135963439941406,36,1339,,,,,
30.343276977539062,36,1349,,,,,
34.45503616333008,36,1359,,,,,
,36,1368,41.55875778198242,5.251183986663818,41.15217208862305,,
34.06657409667969,37,1369,,,,,
25.98905372619629,37,1379,,,,,
36.04241943359375,37,1389,,,,,
42.253700256347656,37,1399,,,,,
,37,1405,41.549259185791016,5.253613471984863,41.15217208862305,,
35.805877685546875,38,1409,,,,,
37.98194122314453,38,1419,,,,,
34.06416320800781,38,1429,,,,,
33.643341064453125,38,1439,,,,,
,38,1442,41.44453430175781,5.245351791381836,41.15217208862305,,
36.95808410644531,39,1449,,,,,
31.700252532958984,39,1459,,,,,
37.93988800048828,39,1469,,,,,
33.94495391845703,39,1479,,,,,
,39,1479,41.149288177490234,5.232355117797852,41.15217208862305,,
31.90761947631836,40,1489,,,,,
35.037322998046875,40,1499,,,,,
35.211936950683594,40,1509,,,,,
,40,1516,41.23836898803711,5.228846549987793,40.87850570678711,,
32.1668586730957,41,1519,,,,,
33.0412712097168,41,1529,,,,,
31.918100357055664,41,1539,,,,,
38.999412536621094,41,1549,,,,,
,41,1553,41.148380279541016,5.226179122924805,40.87850570678711,,
38.82902908325195,42,1559,,,,,
32.36054229736328,42,1569,,,,,
29.788818359375,42,1579,,,,,
27.100120544433594,42,1589,,,,,
,42,1590,41.19126892089844,5.226749420166016,40.87850570678711,,
38.904335021972656,43,1599,,,,,
37.75971221923828,43,1609,,,,,
36.0964469909668,43,1619,,,,,
,43,1627,41.12918472290039,5.216762542724609,40.699493408203125,,
33.2146110534668,44,1629,,,,,
29.813541412353516,44,1639,,,,,
36.20452117919922,44,1649,,,,,
30.726776123046875,44,1659,,,,,
,44,1664,41.3801155090332,5.233800411224365,40.699493408203125,,
35.931053161621094,45,1669,,,,,
30.490079879760742,45,1679,,,,,
36.26297378540039,45,1689,,,,,
37.08840560913086,45,1699,,,,,
,45,1701,41.00026321411133,5.206582546234131,40.699493408203125,,
34.91596984863281,46,1709,,,,,
32.183380126953125,46,1719,,,,,
33.925804138183594,46,1729,,,,,
,46,1738,41.04178237915039,5.203734874725342,40.699493408203125,,
25.685396194458008,47,1739,,,,,
33.42671203613281,47,1749,,,,,
35.44175720214844,47,1759,,,,,
41.655067443847656,47,1769,,,,,
,47,1775,40.99812316894531,5.206503868103027,40.699493408203125,,
28.55535125732422,48,1779,,,,,
33.449317932128906,48,1789,,,,,
32.741607666015625,48,1799,,,,,
37.04780960083008,48,1809,,,,,
,48,1812,40.84977340698242,5.198460578918457,40.64799118041992,,
35.08041763305664,49,1819,,,,,
26.13933753967285,49,1829,,,,,
38.316741943359375,49,1839,,,,,
33.095672607421875,49,1849,,,,,
,49,1849,40.640899658203125,5.179154396057129,40.071083068847656,,
27.666969299316406,50,1859,,,,,
34.85456848144531,50,1869,,,,,
36.55503463745117,50,1879,,,,,
,50,1886,40.884883880615234,5.196837902069092,40.071083068847656,,
33.907833099365234,51,1889,,,,,
33.01327133178711,51,1899,,,,,
29.83402442932129,51,1909,,,,,
36.301761627197266,51,1919,,,,,
,51,1923,40.62679672241211,5.179791450500488,40.071083068847656,,
32.203453063964844,52,1929,,,,,
31.685277938842773,52,1939,,,,,
28.15182113647461,52,1949,,,,,
28.057313919067383,52,1959,,,,,
,52,1960,40.581748962402344,5.178999423980713,40.071083068847656,,
37.47922134399414,53,1969,,,,,
28.353944778442383,53,1979,,,,,
26.223548889160156,53,1989,,,,,
,53,1997,40.566280364990234,5.177121162414551,40.071083068847656,,
32.55150604248047,54,1999,,,,,
29.850038528442383,54,2009,,,,,
29.27429962158203,54,2019,,,,,
29.373422622680664,54,2029,,,,,
,54,2034,40.87847137451172,5.19426155090332,40.071083068847656,,
36.946189880371094,55,2039,,,,,
36.79518127441406,55,2049,,,,,
37.01673889160156,55,2059,,,,,
28.167041778564453,55,2069,,,,,
,55,2071,40.56990432739258,5.172999858856201,40.071083068847656,,
33.22174072265625,56,2079,,,,,
33.72257614135742,56,2089,,,,,
32.200767517089844,56,2099,,,,,
,56,2108,40.52490997314453,5.167471885681152,40.071083068847656,,
33.5284423828125,57,2109,,,,,
35.65868377685547,57,2119,,,,,
35.28278350830078,57,2129,,,,,
35.75434112548828,57,2139,,,,,
,57,2145,40.412986755371094,5.166934490203857,40.011940002441406,,
32.32968521118164,58,2149,,,,,
29.264095306396484,58,2159,,,,,
27.703943252563477,58,2169,,,,,
30.796663284301758,58,2179,,,,,
,58,2182,40.35652542114258,5.1563920974731445,40.011940002441406,,
30.57622528076172,59,2189,,,,,
27.957557678222656,59,2199,,,,,
31.233848571777344,59,2209,,,,,
34.250648498535156,59,2219,,,,,
,59,2219,40.447601318359375,5.155264377593994,40.011940002441406,,
29.407466888427734,60,2229,,,,,
28.345279693603516,60,2239,,,,,
32.88394546508789,60,2249,,,,,
,60,2256,40.35719299316406,5.153177738189697,40.011940002441406,,
30.07135772705078,61,2259,,,,,
31.660921096801758,61,2269,,,,,
30.159465789794922,61,2279,,,,,
33.08403778076172,61,2289,,,,,
,61,2293,40.343875885009766,5.149368762969971,40.011940002441406,,
25.75666046142578,62,2299,,,,,
32.9063835144043,62,2309,,,,,
30.79671859741211,62,2319,,,,,
26.16195297241211,62,2329,,,,,
,62,2330,40.33969497680664,5.1588239669799805,39.50178146362305,,
30.39859390258789,63,2339,,,,,
36.009986877441406,63,2349,,,,,
34.967010498046875,63,2359,,,,,
,63,2367,40.231937408447266,5.136420726776123,39.50178146362305,,
28.180156707763672,64,2369,,,,,
29.810161590576172,64,2379,,,,,
35.62118148803711,64,2389,,,,,
29.519943237304688,64,2399,,,,,
,64,2404,40.14055252075195,5.135865211486816,39.50178146362305,,
31.247211456298828,65,2409,,,,,
29.707767486572266,65,2419,,,,,
28.444265365600586,65,2429,,,,,
29.028636932373047,65,2439,,,,,
,65,2441,40.32476043701172,5.14555025100708,39.50178146362305,,
28.95211410522461,66,2449,,,,,
30.502243041992188,66,2459,,,,,
29.481670379638672,66,2469,,,,,
,66,2478,40.127830505371094,5.12493896484375,39.50178146362305,,
30.237489700317383,67,2479,,,,,
26.49555206298828,67,2489,,,,,
28.563968658447266,67,2499,,,,,
23.137027740478516,67,2509,,,,,
,67,2515,40.470191955566406,5.156692028045654,39.50178146362305,,
25.455162048339844,68,2519,,,,,
35.95940017700195,68,2529,,,,,
32.23195266723633,68,2539,,,,,
31.865074157714844,68,2549,,,,,
,68,2552,40.11647415161133,5.132696151733398,39.50178146362305,,
27.827590942382812,69,2559,,,,,
28.980941772460938,69,2569,,,,,
31.305557250976562,69,2579,,,,,
27.12189292907715,69,2589,,,,,
,69,2589,39.971649169921875,5.126215934753418,39.50178146362305,,
28.997600555419922,70,2599,,,,,
29.048139572143555,70,2609,,,,,
34.314876556396484,70,2619,,,,,
,70,2626,40.191856384277344,5.138096809387207,39.50178146362305,,
27.172677993774414,71,2629,,,,,
30.741605758666992,71,2639,,,,,
32.837581634521484,71,2649,,,,,
31.32561683654785,71,2659,,,,,
,71,2663,40.263206481933594,5.137438774108887,39.50178146362305,,
31.536846160888672,72,2669,,,,,
28.09246063232422,72,2679,,,,,
31.959064483642578,72,2689,,,,,
26.521696090698242,72,2699,,,,,
,72,2700,39.97444534301758,5.116249084472656,39.50178146362305,,
26.18474006652832,73,2709,,,,,
25.63792610168457,73,2719,,,,,
29.647363662719727,73,2729,,,,,
,73,2737,40.08683395385742,5.122232437133789,39.50178146362305,,
30.740800857543945,74,2739,,,,,
29.693098068237305,74,2749,,,,,
29.661115646362305,74,2759,,,,,
27.67482566833496,74,2769,,,,,
,74,2774,39.840885162353516,5.108160972595215,39.42121505737305,,
28.036182403564453,75,2779,,,,,
29.49286651611328,75,2789,,,,,
24.81320571899414,75,2799,,,,,
31.35024070739746,75,2809,,,,,
,75,2811,39.964141845703125,5.116553783416748,39.42121505737305,,
31.47211456298828,76,2819,,,,,
30.80348777770996,76,2829,,,,,
25.457233428955078,76,2839,,,,,
,76,2848,40.195430755615234,5.127194881439209,39.42121505737305,,
31.738510131835938,77,2849,,,,,
35.330623626708984,77,2859,,,,,
26.055665969848633,77,2869,,,,,
27.662385940551758,77,2879,,,,,
,77,2885,40.02472686767578,5.1098713874816895,39.42121505737305,,
36.21080017089844,78,2889,,,,,
24.191547393798828,78,2899,,,,,
29.233524322509766,78,2909,,,,,
22.77791976928711,78,2919,,,,,
,78,2922,39.9315185546875,5.117680072784424,39.42121505737305,,
31.440309524536133,79,2929,,,,,
29.021099090576172,79,2939,,,,,
31.708377838134766,79,2949,,,,,
27.716867446899414,79,2959,,,,,
,79,2959,39.908599853515625,5.105100631713867,39.42121505737305,,
27.051929473876953,80,2969,,,,,
29.422889709472656,80,2979,,,,,
33.498924255371094,80,2989,,,,,
,80,2996,39.90165710449219,5.106634616851807,39.42121505737305,,
31.01551628112793,81,2999,,,,,
24.92136001586914,81,3009,,,,,
28.006011962890625,81,3019,,,,,
23.29113006591797,81,3029,,,,,
,81,3033,39.80659103393555,5.101473808288574,39.42121505737305,,
26.19902801513672,82,3039,,,,,
25.803964614868164,82,3049,,,,,
28.088966369628906,82,3059,,,,,
30.503053665161133,82,3069,,,,,
,82,3070,40.20261001586914,5.126121520996094,39.42121505737305,,
29.353288650512695,83,3079,,,,,
29.024131774902344,83,3089,,,,,
25.386409759521484,83,3099,,,,,
,83,3107,39.852394104003906,5.102396488189697,39.42121505737305,,
22.9921817779541,84,3109,,,,,
27.995258331298828,84,3119,,,,,
25.554058074951172,84,3129,,,,,
31.8861083984375,84,3139,,,,,
,84,3144,39.96012496948242,5.107833385467529,39.42121505737305,,
22.382808685302734,85,3149,,,,,
28.594905853271484,85,3159,,,,,
27.161178588867188,85,3169,,,,,
31.019521713256836,85,3179,,,,,
,85,3181,39.691001892089844,5.0901713371276855,39.42121505737305,,
24.254417419433594,86,3189,,,,,
29.452804565429688,86,3199,,,,,
22.024333953857422,86,3209,,,,,
,86,3218,39.89409255981445,5.099795818328857,39.42121505737305,,
28.629093170166016,87,3219,,,,,
23.949825286865234,87,3229,,,,,
28.576675415039062,87,3239,,,,,
28.643611907958984,87,3249,,,,,
,87,3255,39.710227966308594,5.088625907897949,39.42121505737305,,
25.63488006591797,88,3259,,,,,
27.112295150756836,88,3269,,,,,
25.71186065673828,88,3279,,,,,
26.49262237548828,88,3289,,,,,
,88,3292,39.576934814453125,5.076100826263428,39.383819580078125,,
27.523366928100586,89,3299,,,,,
29.712087631225586,89,3309,,,,,
28.51726722717285,89,3319,,,,,
26.06692123413086,89,3329,,,,,
,89,3329,40.05380630493164,5.107895851135254,39.383819580078125,,
25.759140014648438,90,3339,,,,,
29.094284057617188,90,3349,,,,,
27.95941925048828,90,3359,,,,,
,90,3366,39.762351989746094,5.092458724975586,39.383819580078125,,
23.9063777923584,91,3369,,,,,
25.546253204345703,91,3379,,,,,
23.687063217163086,91,3389,,,,,
34.81451416015625,91,3399,,,,,
,91,3403,39.739620208740234,5.085661888122559,39.383819580078125,,
23.143125534057617,92,3409,,,,,
23.852941513061523,92,3419,,,,,
24.97114372253418,92,3429,,,,,
24.443988800048828,92,3439,,,,,
,92,3440,39.73514175415039,5.091958045959473,39.383819580078125,,
23.544103622436523,93,3449,,,,,
24.174386978149414,93,3459,,,,,
28.55791664123535,93,3469,,,,,
,93,3477,39.644561767578125,5.073461055755615,39.383819580078125,,
26.214521408081055,94,3479,,,,,
23.868465423583984,94,3489,,,,,
18.365631103515625,94,3499,,,,,
30.597007751464844,94,3509,,,,,
,94,3514,39.65840148925781,5.09499979019165,39.35938262939453,,
22.49248504638672,95,3519,,,,,
25.752960205078125,95,3529,,,,,
27.960960388183594,95,3539,,,,,
26.24944305419922,95,3549,,,,,
,95,3551,39.6793327331543,5.065204620361328,39.35938262939453,,
24.271259307861328,96,3559,,,,,
23.74125862121582,96,3569,,,,,
27.855228424072266,96,3579,,,,,
,96,3588,39.62822723388672,5.079578876495361,39.185791015625,,
20.91170310974121,97,3589,,,,,
28.263385772705078,97,3599,,,,,
26.41221809387207,97,3609,,,,,
27.07354736328125,97,3619,,,,,
,97,3625,39.85966491699219,5.08687162399292,38.82889938354492,,
22.653945922851562,98,3629,,,,,
22.423023223876953,98,3639,,,,,
28.949750900268555,98,3649,,,,,
28.35849380493164,98,3659,,,,,
,98,3662,39.6571044921875,5.081691741943359,38.46694564819336,,
22.21124267578125,99,3669,,,,,
26.50373077392578,99,3679,,,,,
27.203866958618164,99,3689,,,,,
32.00494384765625,99,3699,,,,,
,99,3699,39.77212905883789,5.080329418182373,38.46694564819336,,
26.501962661743164,100,3709,,,,,
23.762746810913086,100,3719,,,,,
27.376644134521484,100,3729,,,,,
,100,3736,39.74808883666992,5.088570594787598,38.46694564819336,,
26.77219009399414,101,3739,,,,,
27.26712417602539,101,3749,,,,,
28.07105255126953,101,3759,,,,,
21.473947525024414,101,3769,,,,,
,101,3773,39.76448440551758,5.0814409255981445,38.46694564819336,,
19.351083755493164,102,3779,,,,,
22.476808547973633,102,3789,,,,,
26.061655044555664,102,3799,,,,,
25.066875457763672,102,3809,,,,,
,102,3810,40.19219970703125,5.1159820556640625,38.46694564819336,,
27.401165008544922,103,3819,,,,,
24.969804763793945,103,3829,,,,,
24.943511962890625,103,3839,,,,,
,103,3847,39.76181411743164,5.080521106719971,38.46694564819336,,
,104,3848,,,,29.787721633911133,4.345865249633789
